board_state,pawn_move,before_eval,after_eval,eval_change
rnbqkbnr/6pp/pppppp2/8/1P6/P5P1/1BPPPPBP/RN1QK1NR w KQkq - 0 7,h2h4,106,55,-51
rnbqkbnr/6pp/pppp1p2/4p3/1P5P/P5P1/1BPPPPB1/RN1QK1NR w KQkq - 0 8,h4h5,103,8,-95
rnbqkbnr/6pp/ppp2p2/3pp2P/1P6/P5P1/1BPPPPB1/RN1QK1NR w KQkq - 0 9,g3g4,7,-115,-122
rnbqkbnr/6pp/pp3p2/2ppp2P/1P4P1/P7/1BPPPPB1/RN1QK1NR w KQkq - 0 10,f2f3,97,-142,-239
rnbqkbnr/6pp/pp3p2/3pp2P/1p4P1/P4P2/1BPPP1B1/RN1QK1NR w KQkq - 0 11,a3b4,-95,-97,2
rnbqk1nr/6pp/pp3p2/3pp2P/1b4P1/5P2/1BPPP1B1/RN1QK1NR w KQkq - 0 12,c2c3,-80,-146,66
rnbqk1nr/6pp/pp3p2/b2pp2P/6P1/2P2P2/1B1PP1B1/RN1QK1NR w KQkq - 1 13,h5h6,-34,-226,192
rnbqk1nr/7p/pp3ppP/b2pp3/6P1/2P2P2/1B1PP1B1/RN1QK1NR w KQkq - 0 14,f3f4,-45,-32,-13
rnbqk1nr/7p/p4ppP/bp1pp3/5PP1/2P5/1B1PP1B1/RN1QK1NR w KQkq - 0 15,f4e5,70,14,-56
rnbqk1nr/2b4p/p4ppP/1p1pP3/6P1/2P5/1B1PP1B1/RN1QK1NR w KQkq - 1 16,e5f6,116,-178,-294
rnbqk2r/2b4p/p4npP/1p1p4/6P1/2P5/1B1PP1B1/RN1QK1NR w KQkq - 0 17,c3c4,-50,-213,163
rnbq1rk1/2b4p/p4npP/1p1p4/2P3P1/8/1B1PP1B1/RN1QK1NR w KQ - 1 18,g4g5,-185,-283,98
rnbq2k1/5rBp/p2b2pP/1p1p2P1/2P1B3/8/3PP3/RN1QK1NR w KQ - 1 21,c4d5,195,-10000,-10195
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,31,28,-3
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,d2d4,32,37,5
rnb1k2r/2qp1pp1/pp2pn1p/8/1b1NP3/2N1B3/PPPQ1PPP/2KR1B1R w kq - 4 10,f2f4,35,-225,-260
rnb1k2r/3p1pp1/pp2pn1p/8/3NPP2/2q1B3/PPP3PP/2KR1B1R w kq - 0 12,b2c3,-101,-76,-25
rnb1k2r/5pp1/pp2p2p/3p4/1n1N1P2/3BB3/1KPR2PP/4R3 w kq - 2 17,c2c3,-204,-312,108
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,26,1
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4e5,67,-15,-82
rnbqkbnr/pp2pppp/8/2ppP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,c2c3,-24,-22,-2
r1bqkbnr/pp2pppp/2n5/2ppP3/8/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 4,d2d4,-27,-26,-1
r2qk2r/p3pp1p/2p3p1/2ppP3/3P4/2P2b2/PP1Q1PPP/R3K2R w KQkq - 0 11,g2f3,-36,-40,4
2kr3r/p2qpp2/2p3p1/3pP1Qp/2pP4/2P2P2/PP3P1P/R4R1K w - - 2 15,b2b3,-10,-10,0
2k3rr/p2qpp2/2p3p1/3pP1Qp/2pP4/1PP2P2/P4P1P/R4R1K w - - 1 16,b3c4,97,100,3
2k3rr/p3p3/2p1qpp1/3pP1Qp/2PP4/2P2P2/P4P1P/1R3R1K w - - 0 18,e5f6,295,302,7
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,22,22,0
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,d2d4,9,-2,-11
r3kb1r/pppq1ppp/3p4/3n4/3QP1b1/3B4/PPP2PPP/R1B2RK1 w kq - 0 10,e4d5,268,247,-21
Q2r1b1r/1p1kqppp/2pp4/1B1P4/6b1/8/PPP2PPP/R1B2RK1 w - - 0 14,d5c6,10000,711,-9289
Q2rkb1r/1p2qppp/2Pp4/1B6/6b1/8/PPP2PPP/R1B2RK1 w - - 1 15,c6c7,931,921,-10
Q2rkb1r/1pPbqppp/3p4/1B6/8/8/PPP2PPP/R1B2RK1 w - - 1 16,c7d8q,920,934,14
7r/1p1k1ppp/3p1b2/8/8/4B3/PPP2PPP/R3R1K1 w - - 2 21,c2c3,668,680,12
2r5/1p1k2pp/3p1p2/6b1/3B4/2P5/PP2RPPP/R5K1 w - - 0 24,g2g3,682,699,17
r7/5R2/2kp1p2/1p4pp/8/2P3P1/PP3P1P/4R1K1 w - - 4 30,a2a3,706,717,11
r7/5R2/2kp1p2/6pp/1p6/P1P3P1/1P3P1P/4R1K1 w - - 0 31,c3b4,799,790,-9
r7/2R1R3/3p4/3k2pp/1P3p2/P5P1/1P3P1P/6K1 w - - 0 34,g3f4,757,733,-24
r7/2R1R3/3p4/3k3p/1P3p2/P7/1P3P1P/6K1 w - - 0 35,b4b5,749,665,-84
1r6/2R1R3/3p4/1P1k3p/5p2/P7/1P3P1P/6K1 w - - 1 36,a3a4,733,740,7
2r5/1R2R3/3p4/1P5p/P2k1p2/8/1P3P1P/6K1 w - - 3 38,a4a5,752,648,-104
2r5/1R2R3/8/PP1p3p/3k1p2/8/1P3P1P/6K1 w - - 0 39,a5a6,686,721,35
8/1R2R3/P7/1P1p3p/3k1p2/8/1P3PKP/1r6 w - - 3 41,a6a7,763,798,35
8/PR2R3/8/1P1p3p/3k1p2/8/1r3PKP/8 w - - 0 42,a7a8q,1024,1046,22
8/1R2R3/8/1P1p3p/5p2/8/1k3PKP/8 w - - 0 45,b5b6,850,925,75
8/3RR3/1P6/7p/3p1p2/2k5/5PKP/8 w - - 2 47,b6b7,1192,10000,8808
8/1P1RR3/8/7p/5p2/2kp4/5PKP/8 w - - 0 48,b7b8q,10000,10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,22,21,-1
rnbqk1nr/ppppppbp/6p1/8/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 2 3,d2d4,53,52,-1
rnbq1rk1/pp1pn1bp/2p1p1p1/8/3PN3/4BN2/PPP1BPPP/R2Q1RK1 w - - 0 9,c2c3,147,142,-5
rnb3k1/1pqp1rbp/p1p1p1p1/3n4/3P4/2P2NN1/PPQBBPPP/R4RK1 w - - 0 13,b2b4,263,184,-79
rnb3k1/1p3rbp/2p1p1p1/3p4/1p1P1q2/2P3N1/P1QN1PPP/R3RBK1 w - - 0 18,c3b4,-189,-413,224
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,19,22,3
rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,d2d3,-2,-34,32
rnbqkbnr/pp3ppp/4p3/2pp4/2B1P3/3P4/PPP2PPP/RNBQK1NR w KQkq - 0 4,e4d5,-31,-41,10
r1bqk2r/p3bppp/2p2n2/2pp4/8/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 4 9,d3d4,-14,-142,128
r1bq1rk1/p3bppp/2p2n2/2pp4/3P4/2N2N2/PPP2PPP/R1BQK2R w KQ - 1 10,d4c5,-105,-196,91
r2qr1k1/p4ppp/2p2n2/2bp4/5Bb1/2N2N2/PPP2PPP/R2Q1RK1 w - - 4 13,h2h3,-91,-90,-1
r2qr1k1/p4ppp/2p2n2/2bp3b/5B2/2N2N1P/PPP2PP1/R2Q1RK1 w - - 1 14,g2g4,-79,-151,72
r2qr1k1/p4ppp/2p5/2bp3b/5Bn1/2N2N1P/PPP2P2/R2Q1RK1 w - - 0 15,h3g4,-183,-166,-17
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,26,23,-3
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e3,16,5,-11
rn1qkbnr/1b2pppp/ppp5/3p4/3P4/4PN2/PPP1BPPP/RNBQ1RK1 w kq - 2 6,b2b3,37,27,-10
rn2k1nr/1b2bppp/pp1qp3/3p4/3N4/1P2PB2/PBPN1PPP/R2Q1RK1 w kq - 4 11,c2c4,227,238,11
rn1bk1nr/1b3ppp/pp1qp3/3p4/2PN4/1P2PB2/PB1N1PPP/R2Q1RK1 w kq - 1 12,c4d5,503,511,8
rn2k1nr/1bb2ppp/pp1qp3/3P4/3N4/1P2PB2/PB1N1PPP/R2Q1RK1 w kq - 1 13,d5e6,547,-10000,-10547
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,26,1
rn1qkbnr/ppp2ppp/3pp3/8/2B1P3/5Q2/PPPP1PPP/RNB1K2R w KQkq - 0 5,d2d4,109,106,-3
rn1qkb1r/ppp1nppp/4p3/3p4/2BPP3/5Q2/PPP2PPP/RNB2RK1 w kq - 0 7,e4d5,149,150,1
rn1qkb1r/ppp1np1p/6p1/3p4/3P4/3B1Q2/PPP2PPP/RNB2RK1 w kq - 0 9,c2c3,229,185,-44
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,17,18,1
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,19,21,2
rnbqkbnr/pp2pppp/8/2p5/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,d4d5,45,36,-9
rnbqkb1r/pp2pppp/5n2/2pP4/2p5/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,e2e4,59,49,-10
rn1qk2r/5ppp/p4n2/1pbPN3/2p1P1b1/2N5/PP3PPP/RBBQK2R w KQkq - 1 11,f2f3,493,94,-399
rn1qk2r/5ppp/p4n2/1pbPN3/2p1P3/2N2b2/PP4PP/RBBQK2R w KQkq - 0 12,g2f3,338,323,-15
r3r1k1/5ppp/p1N4Q/2nPq3/2p1P3/1p3P2/PPB4P/2KR2R1 w - - 2 24,a2b3,772,674,-98
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,17,15,-2
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4e5,60,-29,-89
rnbqkbnr/ppp2ppp/4p3/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,d2d4,16,23,7
r2qkbnr/pppb1ppp/2n1p3/3pP3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 3 5,c2c3,105,102,-3
r1q1kbnr/2pb1ppp/p1n1p3/1p1pP3/3P4/2PB1N2/PP3PPP/RNBQ1RK1 w kq - 0 8,b2b4,204,119,-85
1rq1k1r1/2pb1p1p/p1n1pB2/1pNpP3/1P1n4/2PB1N2/P4PPP/R2Q1RK1 w - - 0 15,c3d4,784,783,-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,18,19,1
rnbqkbnr/ppp2ppp/3pp3/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,c2c3,85,42,-43
rnbqkbnr/ppp3pp/3ppp2/8/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,d2d4,131,119,-12
rnbqkbnr/p1p3pp/1p1ppp2/8/3PP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 5,e4e5,187,62,-125
rnb1kbnr/p1pq3p/1p1ppp2/4P1p1/3P1B2/2P2N2/PP3PPP/RN1QKB1R w KQkq - 0 7,e5d6,75,-283,-358
rnb1kbnr/p1pq3p/1p1Ppp2/8/3P1p2/2P2N2/PP3PPP/RN1QKB1R w KQkq - 0 8,d6c7,-303,-336,33
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,19,19,0
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 4 4,d2d3,-5,-8,3
r1b1k2r/ppp1qppp/2np1n2/4p1B1/1bB1P3/2NP4/PPPQ1PPP/R3K1NR w KQkq - 2 7,a2a3,-2,-16,14
r1b1k2r/ppp1qppp/2np1n2/b3p1B1/2B1P3/P1NP4/1PPQ1PPP/R3K1NR w KQkq - 1 8,b2b4,191,184,-7
r1b1k1r1/pppq1p1p/3p1p2/4p3/1PBnP3/P2P4/2PQ1PPP/R3K1NR w KQq - 3 14,g2g3,-15,-105,90
2kr1r2/pbp4p/1p1p4/4pp2/1P2P3/PB1P2P1/2P2P1P/R3K2R w KQ - 0 21,f2f3,168,158,-10
2kr1r2/pbp4p/1p1p4/4p3/1P2Pp2/PB1P1PP1/2P4P/R3K2R w KQ - 0 22,g3g4,220,205,-15
2kr4/pbp4p/1p1p1r2/4p3/1P2PpP1/PB1P1P2/2P4P/R3K2R w KQ - 1 23,h2h4,251,255,4
2kr4/pbp4p/1p3r2/4p3/1P2ppPP/PB1P1P2/2P5/3RK2R w K - 0 25,d3e4,217,173,-44
2k5/p7/bp3r1p/2p1p3/1P2PpPP/PB3P2/2P2K2/7R w - - 0 29,b4c5,266,250,-16
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,21,19,-2
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5,67,70,3
rnb1kb1r/ppp1pppp/8/3q4/8/8/PPPP1PPP/R1BQKBNR w KQkq - 0 5,b2b3,-20,-375,355
r1b1k2r/ppp2ppp/1qnb4/4p3/2B5/1PB2N2/P1PP1PPP/R2QK2R w KQkq - 8 10,a2a4,156,17,-139
3rr1k1/5pp1/1qpp2bp/p3p3/P7/1PB2Q2/2PP1PPP/4RRK1 w - - 0 19,d2d3,-26,-150,124
r3r1k1/6p1/3p1pbp/p3p3/P2p4/1P3R2/3B1PPP/4R1K1 w - - 4 28,g2g4,-404,-466,62
r3r1k1/5bp1/3p1p1p/p3p3/P2p2P1/1P3R2/3B1P1P/4R1K1 w - - 1 29,h2h3,-445,-503,58
rr4k1/5bp1/5p1p/p2p4/P2ppRP1/1P5P/3B1P2/1R4K1 w - - 0 32,h3h4,-394,-396,2
r7/4kbp1/5p1p/3p4/Pp2pRPP/1P1p4/3R1P2/5K2 w - - 4 37,f2f3,-177,-269,92
r7/4kb2/5p1p/3p2p1/Pp2pRPP/1P1p1P2/3R4/5K2 w - - 0 38,h4g5,-235,-230,-5
r7/4k3/4bp2/3p1Rp1/Pp2p1P1/1P1p1P2/3R4/5K2 w - - 2 40,f3e4,-243,-222,-21
r7/4k3/5p2/3p1bp1/Pp2P1P1/1P1p4/3R4/5K2 w - - 0 41,e4f5,-120,-90,-30
8/8/5p2/4kPp1/PR1p2P1/1Pr5/4K3/8 w - - 0 48,a4a5,239,260,21
8/8/5p2/P3kPp1/R2p2P1/1P6/4K3/1r6 w - - 3 50,a5a6,426,485,59
8/8/P4p2/4kPp1/R2p2P1/1r6/4K3/8 w - - 0 51,a6a7,623,636,13
8/P7/5p2/4kPp1/R2p2P1/6r1/3K4/8 w - - 3 53,a7a8q,660,682,22
8/6R1/7k/4KP2/6p1/8/8/8 w - - 2 76,f5f6,1027,10000,8973
8/6R1/5P2/4K2k/6p1/8/8/8 w - - 1 77,f6f7,10000,10000,0
8/5PR1/8/4K3/6pk/8/8/8 w - - 1 78,f7f8q,10000,10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,21,21,0
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,d2d4,34,43,9
r1bqkbnr/pp3ppp/2n1p3/3p4/4P3/1N6/PPP2PPP/RNBQKB1R w KQkq - 0 6,e4d5,-11,-18,7
2r1k2r/pp3ppp/4bn2/2b5/3N4/8/PPP1BPPP/R1B2RK1 w k - 1 14,c2c3,211,31,-180
2r2rk1/pp4pp/1b2p3/8/8/2P1n3/PP2BPPP/R4RK1 w - - 0 19,f2e3,16,4,-12
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,21,25,4
rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,d2d3,-5,-26,21
r1bqkbnr/pp3ppp/2n1p3/2p5/4PB2/3p1N2/PPP1QPPP/RN2K2R w KQkq - 0 7,c2d3,-509,-592,83
r1bqkb1r/pp3ppp/2n1pn2/2p5/4PB2/3P1N2/PP2QPPP/RN2K2R w KQkq - 1 8,e4e5,-559,-623,64
r1b2rk1/pp1n1ppp/2n1p3/2p1P1q1/8/2NP4/PP2QPPP/R4RK1 w - - 0 13,h2h3,-646,-771,125
r1bq1rk1/pp3ppp/2n1p1n1/1Np5/8/3P3P/PP2QPP1/3R1RK1 w - - 4 16,d3d4,-850,-883,33
r1b2rk1/1p3ppp/p3p3/2p3N1/3q1n2/7P/PP3PP1/5R1K w - - 2 22,f2f3,-1086,-1174,88
r1b2rk1/1p3pp1/p3p2p/2p3N1/5n2/5P1P/PP1q2P1/6RK w - - 0 24,a2a4,-1089,-1257,168
r1b2rk1/1p3pp1/p3p3/2p3p1/P4n2/5P1P/1P1q2P1/6RK w - - 0 25,b2b3,-1310,-1404,94
r1b2rk1/1p3pp1/p7/2p1p1p1/P4n2/1P3P1P/3q2P1/6RK w - - 0 26,b3b4,-1268,-1398,130
r1b2rk1/1p3pp1/p7/2p3p1/PP2pn2/5P1P/3q2P1/6RK w - - 0 27,b4c5,-1323,-1362,39
r1b2rk1/1p3pp1/p7/2P3p1/P4n2/5p1P/3q2P1/6RK w - - 0 28,g2f3,-10000,-10000,0
r1b2rk1/1p3pp1/p7/2P3p1/P7/5P2/5q2/7K w - - 0 31,c5c6,-10000,-10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,27,2
rnbqk1nr/ppppppbp/6p1/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,c2c3,72,31,-41
r1bqk1nr/ppppppbp/2n3p1/8/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,d2d4,55,57,2
r1bqk1nr/1ppp1pbp/p1n1p1p1/8/2BPP3/2P2N2/PP3PPP/RNBQK2R w KQkq - 0 6,d4d5,70,-4,-74
r1bqk2r/1ppp1pbp/p1n3p1/3n4/4P3/2P2N2/PP3PPP/RNBQ1RK1 w kq - 0 9,e4d5,58,53,-5
r2q2k1/1p3pbp/p1pp2p1/3P1b2/8/2P1BN2/PP1N1PPP/R3Q1K1 w - - 0 16,d5c6,543,520,-23
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,26,15,-11
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,e2e3,18,5,-13
rnbq1rk1/ppp1ppbp/3p1np1/8/3P4/4PN2/PPP1BPPP/RNBQ1RK1 w - - 0 6,c2c3,16,-14,-30
rnbq1rk1/pp2ppbp/3p1np1/2p5/3P4/2P1PN2/PP2BPPP/RNBQ1RK1 w - - 0 7,d4c5,-11,-33,22
rnbr2k1/pp2ppbp/5np1/2p5/8/2P1PN2/PP2BPPP/RNB2RK1 w - - 0 9,b2b3,-36,-194,158
r1br2k1/pp2ppbp/2n3p1/2p5/4n3/1PP1PN2/PB2BPPP/RN3RK1 w - - 3 11,a2a3,-174,-215,41
r1br2k1/pp2ppbp/6p1/n1p5/4n3/PPP1PN2/1B2BPPP/RN3RK1 w - - 1 12,b3b4,-143,-155,12
6k1/pp2ppbp/6p1/2p5/1P6/PbP1P3/1r3PPP/R5K1 w - - 0 20,a3a4,-743,-802,59
6k1/pp2pp1p/6p1/2p5/PP6/1bb1P3/1r3PPP/R5K1 w - - 0 21,b4c5,-815,-804,-11
6k1/pp2pp1p/6p1/2P5/b7/2b1P3/1r3PPP/R5K1 w - - 0 22,c5c6,-783,-861,78
6k1/pp2pp1p/2b3p1/8/8/2b1P3/1r3PPP/R5K1 w - - 0 23,h2h3,-869,-872,3
6k1/4pp1p/2b3p1/p7/1p6/2b1P2P/1r3PPK/2R5 w - - 0 26,g2g3,-901,-981,80
6k1/4pp1p/2b3p1/8/pp6/2b1P1PP/1r3P1K/2R5 w - - 0 27,h3h4,-951,-973,22
6k1/3bpp2/6p1/7p/pp5P/2R1P1PK/5r2/8 w - - 1 30,g3g4,-1065,-1130,65
6k1/4pp2/6p1/7p/p5bP/2p1Pr2/6K1/8 w - - 0 33,e3e4,-10000,-10000,0
6k1/4pp2/6p1/7p/p3P1bP/5r2/2p3K1/8 w - - 0 34,e4e5,-10000,-10000,0
6k1/4pp2/6p1/4P2p/p5bP/5r2/6K1/2q5 w - - 0 35,e5e6,-10000,-10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,26,21,-5
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,28,29,1
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e4e5,33,17,-16
r1b1kbnr/pp3ppp/2n1p3/q1ppP3/3P4/4BN2/PPP2PPP/RN1QKB1R w KQkq - 4 6,c2c3,9,-28,-37
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,22,19,-3
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,32,17,-15
rnb1kbnr/4qppp/pp1pp3/2p5/2PP4/1QN2N2/PP1BPPPP/2KR1B1R w kq - 0 8,d4c5,209,63,-146
rn2kbnr/1b2qppp/pp1pp3/2P5/2P5/1QN2N2/PP1BPPPP/2KR1B1R w kq - 1 9,c5d6,434,372,-62
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,26,1
rnbqkbnr/pp3ppp/3pp3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,a2a3,6,-5,-11
rnbqkb1r/pp3ppp/3ppn2/2p5/2B1P3/P4N2/1PPP1PPP/RNBQK2R w KQkq - 1 5,d2d3,-1,1,2
rnbq1rk1/1p2bppp/p2ppn2/2p5/2B1P3/P1NP1N2/1PP2PPP/R1BQ1RK1 w - - 4 8,h2h3,-14,-27,13
r2qr2k/3bbppp/2nppn2/p1p5/1p2P3/P2P1N1P/BPPQNPPB/R3R1K1 w - - 0 17,c2c3,-11,-11,0
r3r2k/3bb2n/3pp1Q1/p1p5/4P3/PqPP3P/1P3PPB/1R2R1K1 w - - 1 27,f2f4,-322,-513,191
r3r2k/3bb2n/3p2Q1/p1p1p3/4PP2/PqPP3P/1P4PB/1R2R1K1 w - - 0 28,f4f5,-469,-512,43
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,25,15,-10
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,15,23,8
rnbqkbnr/pp2pppp/8/2p5/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,d4d5,46,39,-7
rn1qkbnr/pp2pppp/8/2pP1b2/2p5/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,e2e4,269,253,-16
8/R7/5p2/8/5k2/8/PPB2PPP/R5K1 w - - 1 35,b2b4,10000,1007,-8993
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,21,21,0
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5,57,67,10
rnbqkbnr/ppp2ppp/4p3/8/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 5,d2d3,66,21,-45
r1b2rk1/1pp3p1/p1n1pq1p/5p2/8/3PQN2/PPP1BPPP/R4RK1 w - - 4 15,c2c3,143,6,-137
r4r1k/1pp3p1/p1n2q1p/3Qpb2/5p2/2PP1N2/PP2BPPP/R3R1K1 w - - 4 19,d3d4,-40,-171,131
5r1k/1pp3p1/p1nr3p/4pb2/3P1p2/2P2N2/PP2BPPP/R3R1K1 w - - 0 22,d4e5,112,112,0
5r1k/1pp3p1/p6p/4Nb2/5p2/2P5/PP1rBPPP/R3R1K1 w - - 1 24,b2b3,505,501,-4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,23,-2
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,34,35,1
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e4e5,28,25,-3
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,c2c3,17,23,6
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,18,25,7
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,34,30,-4
rnbqkbnr/1p2pppp/p1pp4/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,c2c3,100,86,-14
rn2kbnr/1bq1pppp/pp1p4/2p5/3PP3/2PB1N2/PP2QPPP/RNB2RK1 w kq - 0 8,d4c5,173,129,-44
rn2kbnr/1bq1pppp/pp6/2Pp4/4P3/2PB1N2/PP2QPPP/RNB2RK1 w kq - 0 9,e4d5,308,334,26
rn2kbnr/1b2pppp/pp6/2qP4/8/2PB1N2/PP2QPPP/RNB2RK1 w kq - 0 10,g2g3,438,95,-343
2r1kbnr/1b1n1ppp/4p3/pN6/8/2PB2P1/PP2RP1P/4R1K1 w k - 1 24,c3c4,-557,-647,90
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,18,18,0
r1bqk1nr/ppp2ppp/2np4/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,c2c3,15,15,0
r2qk1nr/ppp2ppp/2np4/2b1p3/2B1P1b1/2P2N2/PP1P1PPP/RNBQ1RK1 w kq - 1 6,d2d4,39,-60,-99
r3k1nr/ppp2ppp/2np1q2/2b1p3/2BPP3/2P2Q2/PP3PPP/RNB2RK1 w kq - 1 8,d4c5,552,563,11
r3k1nr/ppp2ppp/2np4/2P1p3/2B1P3/2P2q2/PP3PPP/RNB2RK1 w kq - 0 9,g2f3,563,553,-10
r3k2r/ppp1n1pp/2n5/2B1pp2/2B1P3/2P2P2/PP3P1P/RN3RK1 w kq - 0 12,e4f5,574,530,-44
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,17,18,1
